beds,bath,type,place,city,area_sqrt,price_bdt,price_per_sqft
3,3,Apartment,Bashundhara R-A,Dhaka,1200.0,17000.0,14.166666666666666
2,2,Apartment,Mirpur,Dhaka,750.0,16000.0,21.333333333333332
3,4,Apartment,Mirpur,Dhaka,1260.0,25000.0,19.841269841269842
4,3,Apartment,Shiddheswari,Dhaka,3200.0,90000.0,28.125
2,2,Apartment,Mirpur,Dhaka,650.0,13500.0,20.76923076923077
3,3,Apartment,Uttara,Dhaka,1600.0,25000.0,15.625
2,2,Apartment,Maghbazar,Dhaka,900.0,25000.0,27.77777777777778
3,3,Apartment,Banani,Dhaka,2000.0,35000.0,17.5
2,2,Apartment,Mirpur,Dhaka,800.0,14000.0,17.5
2,2,Apartment,Mirpur,Dhaka,650.0,12000.0,18.46153846153846
3,3,Apartment,Malibagh,Dhaka,1075.0,25000.0,23.25581395348837
17,10,Building,Bashundhara R-A,Dhaka,9000.0,350000.0,38.888888888888886
3,3,Apartment,Mirpur,Dhaka,1150.0,20000.0,17.391304347826086
3,3,Apartment,Uttara,Dhaka,1450.0,27000.0,18.620689655172413
5,5,Apartment,Khilkhet,Dhaka,2300.0,35000.0,15.217391304347826
3,4,Apartment,Khulshi,Chittagong,2250.0,50000.0,22.22222222222222
3,3,Apartment,9 No. North Pahartali Ward,Chittagong,1365.0,20000.0,14.652014652014651
3,3,Apartment,Mirpur,Dhaka,1250.0,20000.0,16.0
2,2,Apartment,Dakshin Khan,Dhaka,800.0,12000.0,15.0
3,3,Apartment,Bashundhara R-A,Dhaka,1850.0,40000.0,21.62162162162162
3,3,Apartment,Bashundhara R-A,Dhaka,1850.0,40000.0,21.62162162162162
3,3,Apartment,Uttara,Dhaka,1400.0,35000.0,25.0
3,3,Apartment,Mirpur,Dhaka,1150.0,20000.0,17.391304347826086
3,3,Apartment,Bashundhara R-A,Dhaka,1165.0,22000.0,18.88412017167382
3,4,Apartment,Baridhara,Dhaka,2000.0,60000.0,30.0
2,2,Apartment,Mirpur,Dhaka,700.0,14000.0,20.0
3,4,Apartment,Dhanmondi,Dhaka,2200.0,50000.0,22.727272727272727
3,3,Apartment,Mirpur,Dhaka,1300.0,25000.0,19.23076923076923
3,3,Apartment,Adabor,Dhaka,1400.0,22000.0,15.714285714285714
3,4,Apartment,Khulshi,Chittagong,1700.0,25000.0,14.705882352941176
2,2,Apartment,Aftab Nagar,Dhaka,1100.0,18000.0,16.363636363636363
3,3,Apartment,Bashundhara R-A,Dhaka,1975.0,34000.0,17.21518987341772
4,3,Apartment,Banasree,Dhaka,2200.0,30000.0,13.636363636363637
2,2,Apartment,Banani,Dhaka,1750.0,60000.0,34.285714285714285
3,3,Apartment,Mirpur,Dhaka,1400.0,22000.0,15.714285714285714
3,4,Apartment,Bashundhara R-A,Dhaka,2200.0,35000.0,15.909090909090908
3,3,Apartment,Shantinagar,Dhaka,1240.0,25000.0,20.161290322580644
3,4,Apartment,Banani,Dhaka,2500.0,90000.0,36.0
2,2,Apartment,Mohammadpur,Dhaka,600.0,12000.0,20.0
3,3,Apartment,Uttara,Dhaka,1630.0,35000.0,21.47239263803681
3,3,Apartment,Bashundhara R-A,Dhaka,1806.0,35000.0,19.37984496124031
3,3,Apartment,Uttara,Dhaka,1600.0,32000.0,20.0
3,3,Apartment,Uttara,Dhaka,1500.0,50000.0,33.333333333333336
3,3,Apartment,Bashundhara R-A,Dhaka,1200.0,17000.0,14.166666666666666
3,3,Apartment,Dhanmondi,Dhaka,1360.0,55000.0,40.44117647058823
3,3,Apartment,Gulshan,Dhaka,2170.0,60000.0,27.649769585253456
3,4,Apartment,Uttara,Dhaka,1600.0,65000.0,40.625
3,3,Apartment,Adabor,Dhaka,1370.0,23000.0,16.78832116788321
1,1,Apartment,New Market,Dhaka,500.0,16000.0,32.0
3,3,Apartment,Mirpur,Dhaka,1200.0,20000.0,16.666666666666668
3,3,Apartment,9 No. North Pahartali Ward,Chittagong,1365.0,20000.0,14.652014652014651
3,4,Apartment,Dhanmondi,Dhaka,2560.0,50000.0,19.53125
3,3,Apartment,Ibrahimpur,Dhaka,1250.0,19000.0,15.2
3,3,Apartment,Uttara,Dhaka,2400.0,60000.0,25.0
3,3,Apartment,Banani,Dhaka,1800.0,80000.0,44.44444444444444
3,3,Apartment,Mirpur,Dhaka,1250.0,27000.0,21.6
3,3,Apartment,Uttara,Dhaka,1800.0,60000.0,33.333333333333336
2,2,Apartment,Uttara,Dhaka,900.0,18600.0,20.666666666666668
3,3,Apartment,Dhanmondi,Dhaka,1615.0,32000.0,19.814241486068113
3,3,Apartment,Shantinagar,Dhaka,1240.0,25000.0,20.161290322580644
4,4,Apartment,Uttara,Dhaka,3350.0,100000.0,29.850746268656717
4,4,Apartment,Uttara,Dhaka,3500.0,130000.0,37.142857142857146
3,3,Apartment,Banani,Dhaka,2000.0,80000.0,40.0
3,4,Apartment,Mohammadpur,Dhaka,1807.0,47000.0,26.009961261759823
4,4,Apartment,Bashundhara R-A,Dhaka,2300.0,50000.0,21.73913043478261
4,4,Apartment,Bashundhara R-A,Dhaka,2300.0,50000.0,21.73913043478261
3,4,Apartment,Baridhara,Dhaka,1500.0,35000.0,23.333333333333332
4,4,Apartment,Baridhara DOHS,Dhaka,3000.0,120000.0,40.0
3,2,Apartment,other,Dhaka,1288.0,35000.0,27.17391304347826
3,2,Apartment,other,Dhaka,1472.0,40000.0,27.17391304347826
3,3,Apartment,Bashundhara R-A,Dhaka,2250.0,35000.0,15.555555555555555
3,2,Apartment,Mirpur,Dhaka,1050.0,17000.0,16.19047619047619
3,3,Apartment,Khulshi,Chittagong,1500.0,26000.0,17.333333333333332
3,2,Apartment,Dakshin Khan,Dhaka,1200.0,18000.0,15.0
3,3,Apartment,Khulshi,Chittagong,1400.0,30000.0,21.428571428571427
2,2,Apartment,Mohammadpur,Dhaka,800.0,13500.0,16.875
3,3,Apartment,Uttara,Dhaka,2595.0,60000.0,23.121387283236995
3,2,Apartment,Bashundhara R-A,Dhaka,1000.0,22000.0,22.0
3,4,Apartment,Bashundhara R-A,Dhaka,1800.0,35000.0,19.444444444444443
2,2,Apartment,Bashundhara R-A,Dhaka,700.0,17000.0,24.285714285714285
3,4,Apartment,Uttara,Dhaka,2500.0,70000.0,28.0
3,3,Apartment,Uttara,Dhaka,2153.0,50000.0,23.22340919647004
4,3,Apartment,Bashundhara R-A,Dhaka,1910.0,50000.0,26.17801047120419
4,5,Apartment,Banani,Dhaka,2960.0,110000.00000000001,37.16216216216217
2,2,Apartment,Adabor,Dhaka,900.0,17000.0,18.88888888888889
3,2,Apartment,other,Dhaka,750.0,20000.0,26.666666666666668
3,4,Apartment,Banani,Dhaka,1450.0,72000.0,49.6551724137931
2,2,Apartment,Dakshin Khan,Dhaka,800.0,13000.0,16.25
3,3,Apartment,Banasree,Dhaka,1250.0,20000.0,16.0
2,1,Apartment,Lalbagh,Dhaka,600.0,12000.0,20.0
2,1,Apartment,Lalbagh,Dhaka,600.0,12000.0,20.0
3,2,Apartment,Mirpur,Dhaka,950.0,13000.0,13.68421052631579
3,2,Apartment,Mirpur,Dhaka,950.0,13000.0,13.68421052631579
3,2,Apartment,Mirpur,Dhaka,950.0,13000.0,13.68421052631579
3,2,Apartment,Bashundhara R-A,Dhaka,1000.0,22000.0,22.0
3,2,Apartment,Ibrahimpur,Dhaka,900.0,16000.0,17.77777777777778
2,2,Apartment,Badda,Dhaka,650.0,16000.0,24.615384615384617
2,2,Apartment,Mohammadpur,Dhaka,720.0,17000.0,23.61111111111111
3,3,Apartment,Gulshan,Dhaka,2400.0,100000.0,41.666666666666664
4,4,Apartment,Gulshan,Dhaka,3500.0,140000.0,40.0
3,2,Apartment,Sholokbahar,Chittagong,1100.0,15000.0,13.636363636363637
3,3,Apartment,Khulshi,Chittagong,1400.0,28000.0,20.0
3,3,Apartment,Khulshi,Chittagong,1500.0,26000.0,17.333333333333332
3,4,Apartment,Mirpur,Dhaka,1600.0,22000.0,13.75
4,4,Apartment,Mirpur,Dhaka,1800.0,25000.0,13.88888888888889
4,4,Apartment,Banasree,Dhaka,2000.0,35000.0,17.5
4,4,Apartment,Banasree,Dhaka,2000.0,35000.0,17.5
3,3,Apartment,Mirpur,Dhaka,1280.0,22000.0,17.1875
3,3,Apartment,Bashundhara R-A,Dhaka,1500.0,35000.0,23.333333333333332
6,6,Duplex,Bashundhara R-A,Dhaka,3400.0,100000.0,29.41176470588235
3,3,Apartment,Uttara,Dhaka,1400.0,35000.0,25.0
3,3,Apartment,Mirpur,Dhaka,1300.0,30000.0,23.076923076923077
3,3,Apartment,Gulshan,Dhaka,2350.0,75000.0,31.914893617021278
3,4,Apartment,Khulshi,Chittagong,3000.0,60000.0,20.0
2,2,Apartment,Double Mooring,Chittagong,1050.0,9000.0,8.571428571428571
3,3,Apartment,Khulshi,Chittagong,2000.0,30000.0,15.0
2,2,Apartment,Mirpur,Dhaka,800.0,14000.0,17.5
3,3,Apartment,Gulshan,Dhaka,2200.0,80000.0,36.36363636363637
2,2,Apartment,Mirpur,Dhaka,800.0,14000.0,17.5
3,3,Apartment,Mirpur,Dhaka,1250.0,18000.0,14.4
3,3,Apartment,Mirpur,Dhaka,1100.0,20000.0,18.181818181818183
3,3,Apartment,Mirpur,Dhaka,1100.0,25000.0,22.727272727272727
3,3,Apartment,Mirpur,Dhaka,1880.0,35000.0,18.617021276595743
3,3,Apartment,Khulshi,Chittagong,2100.0,30000.0,14.285714285714286
3,3,Apartment,Uttara,Dhaka,1300.0,25000.0,19.23076923076923
3,3,Apartment,Adabor,Dhaka,1200.0,20000.0,16.666666666666668
3,4,Apartment,Uttara,Dhaka,1935.0,40000.0,20.671834625322997
3,3,Apartment,Banani,Dhaka,2200.0,70000.0,31.818181818181817
3,3,Apartment,Gulshan,Dhaka,3187.0,80000.0,25.101976780671478
3,2,Apartment,Mirpur,Dhaka,1050.0,16000.0,15.238095238095237
4,4,Apartment,Bashundhara R-A,Dhaka,1800.0,80000.0,44.44444444444444
2,2,Apartment,Uttara,Dhaka,950.0,25000.0,26.31578947368421
2,2,Apartment,Mohammadpur,Dhaka,800.0,13500.0,16.875
3,3,Apartment,Uttara,Dhaka,1250.0,30000.0,24.0
3,4,Apartment,Kalabagan,Dhaka,1520.0,37000.0,24.342105263157894
4,4,Apartment,Khulshi,Chittagong,3200.0,60000.0,18.75
5,4,Apartment,Bashundhara R-A,Dhaka,4000.0,140000.0,35.0
2,1,Apartment,Mohammadpur,Dhaka,600.0,12000.0,20.0
3,4,Apartment,Bashundhara R-A,Dhaka,1806.0,36000.0,19.93355481727575
3,3,Apartment,Dhanmondi,Dhaka,1400.0,30000.0,21.428571428571427
2,2,Apartment,Mohammadpur,Dhaka,750.0,15000.0,20.0
3,3,Apartment,Ibrahimpur,Dhaka,1500.0,22000.0,14.666666666666666
2,2,Apartment,Mirpur,Dhaka,800.0,14000.0,17.5
2,2,Apartment,Mohammadpur,Dhaka,920.0,16500.0,17.934782608695652
3,4,Apartment,Mohakhali DOHS,Dhaka,2500.0,110000.00000000001,44.00000000000001
3,4,Apartment,Bashundhara R-A,Dhaka,1911.0,40000.0,20.931449502878074
3,2,Apartment,Mirpur,Dhaka,1100.0,17000.0,15.454545454545455
3,3,Apartment,Dhanmondi,Dhaka,1200.0,30000.0,25.0
2,2,Apartment,Cantonment,Dhaka,700.0,9500.0,13.571428571428571
4,5,Apartment,Uttara,Dhaka,3600.0,100000.0,27.77777777777778
3,3,Apartment,Cantonment,Dhaka,1250.0,18000.0,14.4
2,2,Apartment,Badda,Dhaka,950.0,22000.0,23.157894736842106
2,2,Apartment,Cantonment,Dhaka,900.0,16000.0,17.77777777777778
3,2,Apartment,Badda,Dhaka,1100.0,20000.0,18.181818181818183
3,3,Apartment,15 No. Bagmoniram Ward,Chittagong,1800.0,35000.0,19.444444444444443
4,4,Apartment,Uttara,Dhaka,3000.0,70000.0,23.333333333333332
3,3,Apartment,Aftab Nagar,Dhaka,1300.0,21000.0,16.153846153846153
3,3,Apartment,other,Dhaka,2200.0,50000.0,22.727272727272727
3,3,Apartment,Maghbazar,Dhaka,1532.0,33000.0,21.54046997389034
4,4,Apartment,Dhanmondi,Dhaka,2250.0,70000.0,31.11111111111111
2,2,Apartment,Cantonment,Dhaka,800.0,14000.0,17.5
3,3,Apartment,Mirpur,Dhaka,1350.0,22000.0,16.296296296296298
2,2,Apartment,Panchlaish,Chittagong,800.0,13000.0,16.25
3,3,Apartment,15 No. Bagmoniram Ward,Chittagong,1395.0,25000.0,17.921146953405017
3,3,Apartment,Uttara,Dhaka,2450.0,60000.0,24.489795918367346
3,3,Apartment,Bashundhara R-A,Dhaka,2400.0,55000.0,22.916666666666668
3,3,Apartment,Mirpur,Dhaka,1200.0,16000.0,13.333333333333334
3,2,Apartment,Mirpur,Dhaka,1330.0,19000.0,14.285714285714286
3,2,Apartment,Sutrapur,Dhaka,1000.0,15000.0,15.0
3,4,Apartment,Cantonment,Dhaka,1450.0,30000.0,20.689655172413794
2,3,Apartment,Uttara,Dhaka,2145.0,80000.0,37.2960372960373
3,3,Apartment,Mirpur,Dhaka,1150.0,15000.0,13.043478260869565
4,5,Duplex,Gulshan,Dhaka,8000.0,350000.0,43.75
3,3,Apartment,Gulshan,Dhaka,2000.0,100000.0,50.0
3,3,Apartment,Aftab Nagar,Dhaka,1750.0,30000.0,17.142857142857142
3,3,Apartment,Dhanmondi,Dhaka,1700.0,40000.0,23.529411764705884
4,3,Apartment,Khulshi,Chittagong,2000.0,45000.0,22.5
3,3,Apartment,Eskaton,Dhaka,1560.0,30000.0,19.23076923076923
3,4,Apartment,Uttara,Dhaka,1599.0,60000.0,37.5234521575985
4,4,Apartment,Baridhara,Dhaka,3300.0,100000.0,30.303030303030305
3,4,Apartment,Uttara,Dhaka,1950.0,45000.0,23.076923076923077
3,3,Apartment,Mirpur,Dhaka,1100.0,20000.0,18.181818181818183
3,3,Apartment,Tejgaon,Dhaka,1500.0,35000.0,23.333333333333332
4,4,Apartment,Gulshan,Dhaka,3200.0,140000.0,43.75
4,5,Apartment,Khulshi,Chittagong,2550.0,60000.0,23.529411764705884
3,2,Apartment,Bayazid,Chittagong,1200.0,13000.0,10.833333333333334
3,3,Apartment,Bashundhara R-A,Dhaka,2400.0,55000.0,22.916666666666668
3,2,Apartment,Lal Khan Bazaar,Chittagong,1500.0,19000.0,12.666666666666666
3,4,Apartment,Uttara,Dhaka,1665.0,63000.0,37.83783783783784
3,3,Apartment,Uttara,Dhaka,1400.0,35000.0,25.0
4,4,Apartment,Uttara,Dhaka,1800.0,35000.0,19.444444444444443
3,2,Apartment,Mirpur,Dhaka,1100.0,17000.0,15.454545454545455
4,4,Apartment,Kalabagan,Dhaka,1800.0,40000.0,22.22222222222222
3,3,Apartment,Muradpur,Chittagong,1600.0,80000.0,50.0
3,3,Apartment,Mirpur,Dhaka,1150.0,19000.0,16.52173913043478
3,2,Apartment,Bashundhara R-A,Dhaka,1000.0,22000.0,22.0
3,3,Apartment,Banasree,Dhaka,1250.0,20000.0,16.0
3,3,Apartment,Uttara,Dhaka,1600.0,30000.0,18.75
3,2,Apartment,Bashundhara R-A,Dhaka,1000.0,22000.0,22.0
2,2,Apartment,Dhanmondi,Dhaka,1000.0,35000.0,35.0
3,3,Apartment,Uttara,Dhaka,1400.0,35000.0,25.0
3,3,Apartment,Mohammadpur,Dhaka,1250.0,22000.0,17.6
2,2,Apartment,Khilkhet,Dhaka,650.0,11000.0,16.923076923076923
2,2,Apartment,Mohammadpur,Dhaka,800.0,15000.0,18.75
3,3,Apartment,Uttara,Dhaka,1300.0,45000.0,34.61538461538461
3,4,Apartment,Eskaton,Dhaka,1960.0,36000.0,18.367346938775512
3,3,Apartment,Banani,Dhaka,1550.0,50000.0,32.25806451612903
3,3,Apartment,Mohammadpur,Dhaka,1495.0,23000.0,15.384615384615385
3,3,Apartment,other,Dhaka,1150.0,20000.0,17.391304347826086
4,5,Apartment,Mirpur,Dhaka,2250.0,45000.0,20.0
3,2,Apartment,Sutrapur,Dhaka,1050.0,15000.0,14.285714285714286
3,3,Apartment,Mirpur,Dhaka,1300.0,25000.0,19.23076923076923
2,2,Apartment,Mohammadpur,Dhaka,950.0,14000.0,14.736842105263158
1,1,Apartment,Mohammadpur,Dhaka,500.0,12000.0,24.0
2,2,Apartment,Lalbagh,Dhaka,800.0,16000.0,20.0
3,3,Apartment,Mirpur,Dhaka,1100.0,16000.0,14.545454545454545
3,3,Apartment,Tejgaon,Dhaka,1250.0,30000.0,24.0
2,2,Apartment,Mohammadpur,Dhaka,750.0,16000.0,21.333333333333332
3,3,Apartment,Bashundhara R-A,Dhaka,2210.0,80000.0,36.199095022624434
2,2,Apartment,Mohammadpur,Dhaka,700.0,20000.0,28.571428571428573
2,2,Apartment,Sutrapur,Dhaka,800.0,12000.0,15.0
4,3,Apartment,Gulshan,Dhaka,2700.0,90000.0,33.333333333333336
3,3,Apartment,Gulshan,Dhaka,2800.0,80000.0,28.571428571428573
3,3,Apartment,Ibrahimpur,Dhaka,1550.0,22000.0,14.193548387096774
2,2,Apartment,Hazaribag,Dhaka,800.0,12000.0,15.0
3,3,Apartment,Dhanmondi,Dhaka,1300.0,22000.0,16.923076923076923
3,2,Apartment,Sutrapur,Dhaka,1050.0,15000.0,14.285714285714286
2,3,Apartment,Panchlaish,Chittagong,1500.0,25000.0,16.666666666666668
3,3,Apartment,Khulshi,Chittagong,1500.0,22000.0,14.666666666666666
3,3,Apartment,Mirpur,Dhaka,1200.0,20000.0,16.666666666666668
3,2,Apartment,Bashundhara R-A,Dhaka,1000.0,22000.0,22.0
3,3,Apartment,New Market,Dhaka,1650.0,40000.0,24.242424242424242
2,2,Apartment,Khulshi,Chittagong,1000.0,18000.0,18.0
3,4,Apartment,Gulshan,Dhaka,2170.0,90000.0,41.474654377880185
3,3,Apartment,Mirpur,Dhaka,1200.0,20000.0,16.666666666666668
4,4,Apartment,Adabor,Dhaka,2100.0,55000.0,26.19047619047619
6,6,Duplex,Bashundhara R-A,Dhaka,2800.0,55000.0,19.642857142857142
3,4,Apartment,Bashundhara R-A,Dhaka,2080.0,42000.0,20.192307692307693
4,4,Apartment,Gulshan,Dhaka,2800.0,130000.0,46.42857142857143
3,3,Apartment,Uttara,Dhaka,1375.0,28000.0,20.363636363636363
2,2,Apartment,Mohammadpur,Dhaka,750.0,15000.0,20.0
2,3,Apartment,Mirpur,Dhaka,850.0,13000.0,15.294117647058824
3,3,Apartment,Mirpur,Dhaka,1300.0,22000.0,16.923076923076923
3,3,Apartment,Halishahar,Chittagong,1600.0,19050.0,11.90625
4,4,Apartment,Mohakhali DOHS,Dhaka,2700.0,85000.0,31.48148148148148
3,4,Apartment,Eskaton,Dhaka,2600.0,50000.0,19.23076923076923
3,3,Apartment,Hazaribag,Dhaka,1250.0,28000.0,22.4
3,2,Apartment,Maghbazar,Dhaka,1200.0,25000.0,20.833333333333332
4,4,Apartment,Baridhara,Dhaka,3200.0,160000.0,50.0
3,3,Apartment,Bashundhara R-A,Dhaka,1450.0,28000.0,19.310344827586206
3,3,Apartment,Bashundhara R-A,Dhaka,1450.0,28000.0,19.310344827586206
3,2,Apartment,Mirpur,Dhaka,1100.0,15000.0,13.636363636363637
2,1,Apartment,Mirpur,Dhaka,500.0,10000.0,20.0
3,2,Apartment,Mohammadpur,Dhaka,1050.0,16000.0,15.238095238095237
2,2,Apartment,Mirpur,Dhaka,725.0,16000.0,22.06896551724138
3,3,Apartment,Mohammadpur,Dhaka,1280.0,22000.0,17.1875
4,3,Apartment,Shiddheswari,Dhaka,1570.0,45000.0,28.662420382165607
3,4,Apartment,Gulshan,Dhaka,2200.0,100000.0,45.45454545454545
2,2,Apartment,Dakshin Khan,Dhaka,700.0,11000.0,15.714285714285714
3,3,Apartment,Mirpur,Dhaka,1600.0,27000.0,16.875
3,2,Apartment,Ibrahimpur,Dhaka,950.0,18000.0,18.94736842105263
2,2,Apartment,Uttara,Dhaka,900.0,22000.0,24.444444444444443
3,3,Apartment,Mirpur,Dhaka,1350.0,23000.0,17.037037037037038
3,3,Apartment,Bashundhara R-A,Dhaka,1750.0,30000.0,17.142857142857142
2,2,Apartment,Mirpur,Dhaka,650.0,14000.0,21.53846153846154
1,1,Apartment,Mirpur,Dhaka,420.0,10000.0,23.80952380952381
3,3,Apartment,Mohammadpur,Dhaka,1200.0,22000.0,18.333333333333332
3,2,Apartment,Mirpur,Dhaka,1050.0,16000.0,15.238095238095237
3,4,Apartment,Mohammadpur,Dhaka,1650.0,16500.0,10.0
3,3,Apartment,Bashundhara R-A,Dhaka,2150.0,45000.0,20.930232558139537
2,2,Apartment,Khilkhet,Dhaka,700.0,12500.0,17.857142857142858
3,3,Apartment,Gulshan,Dhaka,2000.0,60000.0,30.0
3,4,Apartment,Banani,Dhaka,1750.0,70000.0,40.0
3,3,Apartment,Mirpur,Dhaka,1980.0,38000.0,19.19191919191919
3,2,Apartment,Lalbagh,Dhaka,1000.0,25000.0,25.0
3,4,Apartment,Bashundhara R-A,Dhaka,2500.0,45000.0,18.0
2,2,Apartment,Ibrahimpur,Dhaka,1050.0,17000.0,16.19047619047619
2,2,Apartment,Ibrahimpur,Dhaka,1050.0,17000.0,16.19047619047619
2,2,Apartment,Mirpur,Dhaka,600.0,17500.0,29.166666666666668
3,3,Apartment,Mohammadpur,Dhaka,1150.0,15000.0,13.043478260869565
4,4,Apartment,Banani,Dhaka,3120.0,135000.0,43.26923076923077
5,5,Apartment,Bashundhara R-A,Dhaka,3000.0,70000.0,23.333333333333332
3,3,Apartment,Mirpur,Dhaka,1250.0,19000.0,15.2
4,4,Apartment,Bashundhara R-A,Dhaka,2000.0,45000.0,22.5
3,3,Apartment,Mirpur,Dhaka,1375.0,21000.0,15.272727272727273
3,2,Apartment,Cantonment,Dhaka,950.0,12000.0,12.631578947368421
2,2,Apartment,Bashundhara R-A,Dhaka,1250.0,16000.0,12.8
4,5,Apartment,Gulshan,Dhaka,4200.0,190000.0,45.23809523809524
2,2,Apartment,Mirpur,Dhaka,650.0,10000.0,15.384615384615385
3,2,Apartment,Ibrahimpur,Dhaka,910.0,16000.0,17.582417582417584
1,1,Apartment,Dakshin Khan,Dhaka,300.0,10000.0,33.333333333333336
3,3,Apartment,Bashundhara R-A,Dhaka,2150.0,45000.0,20.930232558139537
3,3,Apartment,Mirpur,Dhaka,1400.0,23000.0,16.428571428571427
2,2,Apartment,Mirpur,Dhaka,650.0,11000.0,16.923076923076923
3,3,Apartment,4 No Chandgaon Ward,Chittagong,1700.0,24000.0,14.117647058823529
3,3,Apartment,Gulshan,Dhaka,2300.0,85000.0,36.95652173913044
4,4,Apartment,Mohammadpur,Dhaka,1650.0,22000.0,13.333333333333334
3,4,Apartment,Gulshan,Dhaka,2000.0,65000.0,32.5
4,5,Apartment,Banani,Dhaka,3200.0,140000.0,43.75
2,2,Apartment,Shyamoli,Dhaka,800.0,16000.0,20.0
3,4,Apartment,Khulshi,Chittagong,2200.0,35500.0,16.136363636363637
2,1,Apartment,36 Goshail Danga Ward,Chittagong,650.0,6000.0,9.23076923076923
3,3,Apartment,Adabor,Dhaka,1200.0,20000.0,16.666666666666668
3,2,Apartment,Cantonment,Dhaka,1300.0,12000.0,9.23076923076923
3,2,Apartment,Mirpur,Dhaka,994.0,18000.0,18.10865191146881
3,3,Apartment,Banani,Dhaka,2373.0,90000.0,37.92667509481669
3,3,Apartment,Banani,Dhaka,2373.0,90000.0,37.92667509481669
3,3,Apartment,Banani,Dhaka,2373.0,90000.0,37.92667509481669
2,2,Apartment,Banani,Dhaka,1750.0,65000.0,37.142857142857146
4,4,Apartment,Mirpur,Dhaka,2200.0,40000.0,18.181818181818183
2,2,Apartment,Mirpur,Dhaka,650.0,12000.0,18.46153846153846
3,3,Apartment,Mirpur,Dhaka,1250.0,20000.0,16.0
2,2,Apartment,Dakshin Khan,Dhaka,600.0,11000.0,18.333333333333332
2,2,Apartment,Cantonment,Dhaka,650.0,10000.0,15.384615384615385
2,2,Apartment,Cantonment,Dhaka,650.0,10000.0,15.384615384615385
3,3,Apartment,Cantonment,Dhaka,1200.0,20000.0,16.666666666666668
2,2,Apartment,Mirpur,Dhaka,650.0,13000.0,20.0
2,2,Apartment,Uttara,Dhaka,900.0,18500.0,20.555555555555557
3,4,Apartment,Bashundhara R-A,Dhaka,2000.0,30000.0,15.0
4,4,Apartment,Baridhara,Dhaka,3000.0,120000.0,40.0
4,4,Apartment,Mirpur,Dhaka,2200.0,45000.0,20.454545454545453
3,3,Apartment,Mohammadpur,Dhaka,1265.0,18000.0,14.229249011857707
3,2,Apartment,Mirpur,Dhaka,1050.0,14000.0,13.333333333333334
3,4,Apartment,Dhanmondi,Dhaka,1800.0,55000.0,30.555555555555557
3,4,Apartment,Dhanmondi,Dhaka,1800.0,55000.0,30.555555555555557
3,2,Apartment,Mirpur,Dhaka,1000.0,14000.0,14.0
3,3,Apartment,Gulshan,Dhaka,1865.0,80000.0,42.89544235924933
3,3,Apartment,Bashundhara R-A,Dhaka,2225.0,45000.0,20.224719101123597
3,4,Apartment,Uttara,Dhaka,1685.0,36000.0,21.364985163204746
2,1,Apartment,Mirpur,Dhaka,500.0,9000.0,18.0
3,3,Apartment,Banani,Dhaka,1880.0,70000.0,37.234042553191486
3,2,Apartment,Maghbazar,Dhaka,1200.0,25000.0,20.833333333333332
3,3,Apartment,Maghbazar,Dhaka,1500.0,30000.0,20.0
3,3,Apartment,Bashundhara R-A,Dhaka,1500.0,26000.0,17.333333333333332
